stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,stim9,stim10,stim11,stim12,stim13,stim14,stim15,stim16,stim17,stim18,stim19,stim20,stim21,stim22,stim23,stim24,stim25,stim26,stim27
1,Но,мент,уже,выходит,из,машины.,+
2,Но,мент,уже,выходет,из,машины.,-
3,Теули,уходят,по,дамбе,на,Тлакопан!,+
4,Теули,уходют,по,дамбе,на,Тлакопан!,-
5,У,меня,сейчас,знаешь,какая,бикса!,+
6,У,меня,сейчас,знаишь,какая,бикса!,-
7,Видит,многое,на,четыре,хода,вперед.,+
8,Видет,многое,на,четыре,хода,вперед.,-
9,Но,он,ухе,ничего,не,чувствует.,+
10,Но,он,ухе,ничего,не,чувствуит.,-
11,Но,пока,ты,душ,примешь...,+
12,Но,пока,ты,душ,примишь...,-
13,А,"может,",это,люди,Варшагова?,+
14,А,"можит,",это,люди,Варшагова?,-
15,Где,стоит,этот,хренов,храм?,+
16,Где,стоет,этот,хренов,храм?,-
17,Как,мама,задает,тебе,трепки!,+
18,Как,мама,задаит,тебе,трепки!,-
19,"Интересно,",куда,поведет,ее,Антон?,+
20,"Интересно,",куда,поведит,ее,Антон?,-
21,Заодно,и,территорию,его,поимеет.,+
22,Заодно,и,территорию,его,поимеит.,-
23,солнце,и,отменно,передает,цвет.,+
24,солнце,и,отменно,передаит,цвет.,-
25,Именно,так,выполняет,ее,Глеб.,+
26,Именно,так,выполняит,ее,Глеб.,-
27,Старик,Манья,"выходит,",опасливо,помаргивая.,+
28,Старик,Манья,"выходет,",опасливо,помаргивая.,-
29,А,вдруг,сию,минуту,Озарук,возникнет?,+
30,А,вдруг,сию,минуту,Озарук,возникнит?,-
31,По,его,слову,и,выйдет.,+
32,По,его,слову,и,выйдит.,-
33,которые,я,"видел,",она,отсутствует.,+
34,которые,я,"видел,",она,отсутствуит.,-
35,В,режиме,командира,штрафбата,меня,использует!,+
36,В,режиме,командира,штрафбата,меня,используит!,-
37,Только,теперь,Леонид,узнает,Косарева.,+
38,Только,теперь,Леонид,узнаит,Косарева.,-
39,Или,твой,Платон,по-другому,считает?,+
40,Или,твой,Платон,по-другому,считаит?,-
41,Новое,дело,завладевает,Линдой,целиком.,+
42,Новое,дело,завладеваит,Линдой,целиком.,-
43,Сам,к,ней,скоро,поедешь...,+
44,Сам,к,ней,скоро,поедишь...,-
45,Проедем,с,"нами,",составим,заявление!,+
46,Проедем,с,"нами,",составем,заявление!,-
47,Только,Аргошку,сперва,на,минутку,выведем.,+
48,Только,Аргошку,сперва,на,минутку,выведим.,-
49,Да,эдакий,ли,ум,семейство,осчастливит?,+
50,Да,эдакий,ли,ум,семейство,осчастливет?,-
51,И,снова:,спят,на,бочке.,+
52,И,снова:,спют,на,бочке.,-
53,Там,сумеют,сбить,эти,железки.,+
54,Там,сумеят,сбить,эти,железки.,-
55,А,со,двора,согнать,–,может.,+
56,А,со,двора,согнать,–,можит.,-
57,Новые,крылья,еще,непроворными,зыблет,руками.,+
58,Новые,крылья,еще,непроворными,зыблит,руками.,-
59,Умрем,"же,",как,умер,Винтер.,+
60,Умрим,"же,",как,умер,Винтер.,-
61,Лейддирфакт,"Мезе,",начнем,с,вас.,+
62,Лейддирфакт,"Мезе,",начним,с,вас.,-
63,Этот,прибор,записывает,волны,Лява.,+
64,Этот,прибор,записываит,волны,Лява.,-
65,И,из,него,стучат,смертно,морзянкой...,+
66,И,из,него,стучут,смертно,морзянкой...,-
67,Затвердевают,уста,и,концом,завершаются,острым.,+
68,Затвердеваят,уста,и,концом,завершаются,острым.,-
69,И,защитник,явно,не,успевает,наперерез.,+
70,И,защитник,явно,не,успеваит,наперерез.,-
71,Разве,такой,титул,вообще,существует?,+
72,Разве,такой,титул,вообще,существуит?,-
73,Однако,выглядит,он,как,меч.,+
74,Однако,выглядет,он,как,меч.,-
75,И,жену,мою,содержать,тоже,можешь...,+
76,И,жену,мою,содержать,тоже,можишь...,-
77,Так,называют,только,родных,людей.,+
78,Так,называят,только,родных,людей.,-
79,Но,как,играет,"пацан,",видел.,+
80,Но,как,играит,"пацан,",видел.,-
81,Все,материалы,получишь,у,Сорокина.,+
82,Все,материалы,получешь,у,Сорокина.,-
83,Поперечная,линия,АВ,представляет,состояние,отдыха.,+
84,Поперечная,линия,АВ,представляит,состояние,отдыха.,-
85,Там,в,комнате,вода,стоит.,+
86,Там,в,комнате,вода,стоет.,-
87,А,на,столе,стояло,знаешь,что?,+
88,А,на,столе,стояло,знаишь,что?,-
89,Ославит,теперь,меня,по,полной,программе.,+
90,Ославет,теперь,меня,по,полной,программе.,-
91,Не,отдам,—,квартиру,папанькину,отберут.,+
92,Не,отдам,—,квартиру,папанькину,отберат.,-
93,Берет,на,борт,десять,солдат.,+
94,Берит,на,борт,десять,солдат.,-
95,Все,герои,попадают,в,вирый.,+
96,Все,герои,попадаят,в,вирый.,-
97,"Все,",этот,район,принадлежит,ему.,+
98,"Все,",этот,район,принадлежет,ему.,-
99,Или,одновременно,лопнет,и,шар?..,+
100,Или,одновременно,лопнит,и,шар?..,-
101,"Всегда,",и,тем,себя,выдает.,+
102,"Всегда,",и,тем,себя,выдаит.,-
103,Он,и,там,сделает,план.,+
104,Он,и,там,сделаит,план.,-
105,Но,ведь,вопросы,мучают,ее.,+
106,Но,ведь,вопросы,мучаят,ее.,-
107,Понса,Петронилла,находит,в,трапезной.,+
108,Понса,Петронилла,находет,в,трапезной.,-
109,Большое,горе,не,любит,крика.,+
110,Большое,горе,не,любет,крика.,-
111,А,потом,заскочат,навестить,Валика.,+
112,А,потом,заскочут,навестить,Валика.,-
113,А,вдали,–,будто,свет,горит.,+
114,А,вдали,–,будто,свет,горет.,-
115,Старуха,сказала,–,море,любит,Диармайда.,+
116,Старуха,сказала,–,море,любет,Диармайда.,-
117,Здесь,больше,года,не,живут.,+
118,Здесь,больше,года,не,живат.,-
119,Именно,сила,обычного,факта,имеет,значение.,+
120,Именно,сила,обычного,факта,имеит,значение.,-
121,"Ролар,",мою,подругу,зовут,Орсана.,+
122,"Ролар,",мою,подругу,зоват,Орсана.,-
123,И,за,душник,возьмем,бобра!,+
124,И,за,душник,возьмим,бобра!,-
125,Эрмесинда,смотрит,теперь,прямо,на,девочку.,+
126,Эрмесинда,смотрет,теперь,прямо,на,девочку.,-
127,Если,об,этом,не,ведаешь,крае?,+
128,Если,об,этом,не,ведаишь,крае?,-
129,О,чем,это,капитан,говорит?..,+
