stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,stim9
1,Whose,museums,had,Dana,alarmed?,+
2,Whose,museums,had,Dana,explored?,-
3,What,fish,is,a,person,healing?,+
4,What,fish,is,a,person,pulling?,-
5,What,unicycles,would,Galileo,take?,+
6,What,unicycles,would,Galileo,watch?,-
7,What,high,school,does,Melissa,walk,through?,+
8,What,high,school,does,Melissa,pace,through?,-
9,Whose,art,gallery,were,the,Impressionists,cleaning?,+
10,Whose,art,gallery,were,the,Impressionists,emptying?,-
11,What,alumnus,had,Carla,approached?,+
12,What,alumnus,had,Carla,googled?,-
13,Whose,newspaper,articles,has,the,child,referenced?,+
14,Whose,newspaper,articles,has,the,child,examined?,-
15,Which,man,had,Paul,insulted?,+
16,Which,man,had,Paul,punished?,-
17,Which,mushroom,is,Rachel,finding?,+
18,Which,mushroom,is,Rachel,enjoying?,-
19,Whose,fish,had,those,women,bought?,+
20,Whose,fish,had,those,women,valued?,-
21,Which,alumnus,had,Carl,questioned?,+
22,Which,alumnus,had,Carl,chased?,-
23,Whose,books,is,Meredith,examining?,+
24,Whose,books,is,Meredith,sorting?,-
25,Which,guests,is,Martha,discussing?,+
26,Which,guests,is,Martha,critiquing?,-
27,Whose,essay,had,Dawn,talked,about?,+
28,Whose,essay,had,Dawn,asked,about?,-
29,Which,teachers,was,Kevin,hugging?,+
30,Which,teachers,was,Kevin,enlisting?,-
